User ID,Subscription Type,999,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,932,Plan Duration,,
1252,Basic,499,11,15-09-22,5/7/2023,Spain,51,Male,Laptop,,1 Month,,
1253,Standard,499,11,27-09-22,2/7/2023,United States,48,Male,Laptop,,1 Month,,
1254,Standard,499,14,30-09-22,4/7/2023,Canada,49,Female,Tablet,,1 Month,,
1255,Basic,498,10,2/10/2022,4/7/2023,United States,50,Male,Smart TV,,1 Month,,
1256,Premium,498,13,3/10/2022,5/7/2023,United States,43,Male,Laptop,,1 Month,,
1257,Basic,497,14,5/10/2022,1/7/2023,Canada,32,Male,Smart TV,,1 Month,,
1258,Standard,497,15,10/10/2022,3/7/2023,United Kingdom,42,Female,Tablet,,1 Month,,
1259,Premium,497,13,11/10/2022,3/7/2023,Australia,41,Female,Laptop,,1 Month,,
1260,Basic,496,11,13-10-22,4/7/2023,Germany,31,Male,Laptop,,1 Month,,
1261,Premium,496,11,14-10-22,2/7/2023,France,37,Female,Smart TV,,1 Month,,
1262,Basic,495,12,16-10-22,3/7/2023,Brazil,46,Male,Smart TV,,1 Month,,
1263,Standard,495,14,18-10-22,3/7/2023,Mexico,30,Female,Tablet,,1 Month,,
1264,Standard,495,11,22-10-22,5/7/2023,Spain,30,Female,Smart TV,,1 Month,,
1265,Basic,494,10,24-10-22,3/7/2023,Italy,34,Female,Tablet,,1 Month,,
1266,Premium,494,15,25-10-22,4/7/2023,Spain,47,Female,Laptop,,1 Month,,
1267,Basic,493,14,29-10-22,3/7/2023,Spain,41,Male,Tablet,,1 Month,,
1268,Standard,493,13,2/11/2022,4/7/2023,United States,42,Female,Laptop,,1 Month,,
1269,Premium,493,12,3/11/2022,5/7/2023,Canada,48,Female,Smartphone,,1 Month,,
1270,Basic,492,11,4/11/2022,6/7/2023,United States,30,Female,Smart TV,,1 Month,,
1271,Basic,491,13,5/11/2022,3/7/2023,United States,51,Male,Smartphone,,1 Month,,
1272,Basic,490,13,5/11/2022,4/7/2023,Canada,27,Male,Smartphone,,1 Month,,
1273,Standard,490,13,31-10-22,4/7/2023,United Kingdom,38,Male,Tablet,,1 Month,,
1274,Premium,490,12,27-10-22,5/7/2023,Australia,29,Female,Smart TV,,1 Month,,
1275,Basic,489,11,25-10-22,3/7/2023,Germany,40,Female,Smartphone,,1 Month,,
1276,Basic,488,12,26-10-22,4/7/2023,France,31,Female,Laptop,,1 Month,,
1277,Premium,488,11,30-09-22,4/7/2023,Brazil,30,Male,Smartphone,,1 Month,,
1278,Standard,488,13,27-09-22,5/7/2023,Mexico,44,Male,Laptop,,1 Month,,
1279,Standard,488,14,12/9/2022,3/7/2023,Spain,34,Female,Tablet,,1 Month,,
1280,Basic,487,14,25-08-22,4/7/2023,Italy,28,Female,Laptop,,1 Month,,
1281,Premium,487,13,25-08-22,4/7/2023,Spain,41,Female,Laptop,,1 Month,,
1282,Standard,487,12,22-08-22,5/7/2023,Spain,43,Male,Tablet,,1 Month,,
1283,Basic,486,10,17-08-22,2/7/2023,United States,33,Male,Laptop,,1 Month,,
1284,Standard,486,12,9/8/2022,3/7/2023,Canada,32,Female,Tablet,,1 Month,,
1285,Premium,486,10,6/8/2022,4/7/2023,United States,39,Male,Smart TV,,1 Month,,
1286,Basic,485,15,17-07-22,4/7/2023,United States,37,Male,Laptop,,1 Month,,
1287,Premium,485,11,12/7/2022,2/7/2023,Canada,46,Male,Tablet,,1 Month,,
1288,Standard,485,11,12/7/2022,3/7/2023,United Kingdom,39,Male,Smartphone,,1 Month,,
1289,Basic,484,12,2/7/2022,4/7/2023,Australia,46,Female,Tablet,,1 Month,,
1290,Standard,484,13,2/7/2022,3/7/2023,Germany,43,Male,Laptop,,1 Month,,
1291,Premium,484,10,30-06-22,2/7/2023,France,32,Female,Laptop,,1 Month,,
1292,Basic,483,12,30-06-22,4/7/2023,Brazil,30,Female,Smart TV,,1 Month,,
1293,Standard,483,11,1/7/2022,4/7/2023,Mexico,40,Female,Tablet,,1 Month,,
1294,Premium,483,11,30-06-22,4/7/2023,Spain,51,Female,Smartphone,,1 Month,,
1295,Basic,482,10,29-06-22,2/7/2023,Italy,40,Female,Smartphone,,1 Month,,
1296,Premium,482,12,30-06-22,3/7/2023,Spain,28,Male,Smart TV,,1 Month,,
1297,Basic,481,14,29-06-22,4/7/2023,Spain,51,Female,Smartphone,,1 Month,,
1298,Standard,481,14,26-06-22,3/7/2023,United States,27,Male,Laptop,,1 Month,,
1299,Standard,481,14,27-06-22,1/7/2023,Canada,35,Male,Smart TV,,1 Month,,
1300,Basic,480,11,24-06-22,3/7/2023,United States,37,Male,Laptop,,1 Month,,
1301,Premium,480,14,23-06-22,4/7/2023,United States,51,Male,Smart TV,,1 Month,,
1302,Basic,479,11,23-06-22,3/7/2023,Canada,40,Male,Smart TV,,1 Month,,
1303,Standard,479,14,25-06-22,3/7/2023,United Kingdom,38,Male,Laptop,,1 Month,,
1304,Premium,479,11,28-06-22,3/7/2023,Australia,48,Female,Laptop,,1 Month,,
1305,Basic,478,11,1/7/2022,3/7/2023,Germany,49,Male,Smartphone,,1 Month,,
1306,Premium,478,15,2/7/2022,5/7/2023,France,33,Female,Laptop,,1 Month,,
1307,Basic,477,10,6/7/2022,3/7/2023,Brazil,34,Female,Tablet,,1 Month,,
1308,Standard,477,15,12/7/2022,6/7/2023,Mexico,39,Male,Tablet,,1 Month,,
1309,Standard,477,13,17-07-22,2/7/2023,Spain,37,Female,Tablet,,1 Month,,
1310,Basic,476,15,23-07-22,5/7/2023,Italy,44,Male,Laptop,,1 Month,,
1311,Premium,476,15,29-07-22,4/7/2023,Spain,35,Male,Tablet,,1 Month,,
1312,Basic,475,11,6/8/2022,6/7/2023,Spain,31,Female,Laptop,,1 Month,,
1313,Standard,475,10,9/8/2022,2/7/2023,United States,39,Male,Smart TV,,1 Month,,
1314,Premium,475,13,14-08-22,5/7/2023,Canada,38,Male,Tablet,,1 Month,,
1315,Basic,474,11,20-08-22,3/7/2023,United States,42,Male,Smartphone,,1 Month,,
1316,Premium,474,12,28-08-22,5/7/2023,United States,48,Female,Tablet,,1 Month,,
1317,Basic,473,11,2/9/2022,3/7/2023,Canada,31,Male,Tablet,,1 Month,,
1318,Standard,473,11,4/9/2022,5/7/2023,United Kingdom,42,Male,Smartphone,,1 Month,,
1319,Standard,473,14,6/9/2022,3/7/2023,Australia,35,Male,Smartphone,,1 Month,,
1320,Basic,472,10,14-09-22,5/7/2023,Germany,39,Male,Laptop,,1 Month,,
1321,Premium,472,13,15-09-22,4/7/2023,France,50,Female,Tablet,,1 Month,,
1322,Basic,471,11,16-09-22,6/7/2023,Brazil,40,Male,Smartphone,,1 Month,,
1323,Standard,471,10,28-09-22,2/7/2023,Mexico,29,Male,Smartphone,,1 Month,,
1324,Premium,471,10,2/10/2022,4/7/2023,Spain,48,Female,Smart TV,,1 Month,,
1325,Basic,470,15,3/10/2022,4/7/2023,Italy,34,Male,Smartphone,,1 Month,,
1326,Premium,470,10,5/10/2022,5/7/2023,Spain,48,Male,Smartphone,,1 Month,,
1327,Basic,469,12,7/10/2022,2/7/2023,Spain,48,Male,Laptop,,1 Month,,
1328,Standard,469,12,9/10/2022,4/7/2023,United States,35,Female,Tablet,,1 Month,,
1329,Standard,469,11,11/10/2022,4/7/2023,Canada,29,Male,Laptop,,1 Month,,
1330,Basic,468,14,13-10-22,5/7/2023,United States,47,Female,Smart TV,,1 Month,,
1331,Premium,468,12,15-10-22,2/7/2023,United States,36,Male,Smartphone,,1 Month,,
1332,Basic,467,12,17-10-22,4/7/2023,Canada,40,Female,Smartphone,,1 Month,,
1333,Standard,467,14,21-10-22,4/7/2023,United Kingdom,51,Male,Tablet,,1 Month,,
1334,Premium,467,12,23-10-22,5/7/2023,Australia,37,Male,Smart TV,,1 Month,,
1335,Basic,466,12,24-10-22,6/7/2023,Germany,36,Male,Tablet,,1 Month,,
1336,Premium,466,12,28-10-22,4/7/2023,France,45,Male,Tablet,,1 Month,,
1337,Basic,465,11,31-10-22,4/7/2023,Brazil,31,Female,Tablet,,1 Month,,
1338,Standard,465,14,3/11/2022,4/7/2023,Mexico,45,Female,Laptop,,1 Month,,
1339,Standard,465,11,4/11/2022,5/7/2023,Spain,30,Male,Laptop,,1 Month,,
1340,Basic,464,14,5/11/2022,6/7/2023,Italy,40,Female,Smartphone,,1 Month,,
1341,Premium,464,14,6/11/2022,4/7/2023,Spain,44,Female,Smart TV,,1 Month,,
1342,Basic,463,12,1/11/2022,5/7/2023,Spain,36,Female,Laptop,,1 Month,,
1343,Standard,463,10,1/11/2022,5/7/2023,United States,36,Male,Tablet,,1 Month,,
1344,Premium,463,11,29-10-22,5/7/2023,Canada,32,Female,Smartphone,,1 Month,,
1345,Basic,462,10,27-10-22,3/7/2023,United States,46,Male,Smart TV,,1 Month,,
1346,Basic,461,12,16-10-22,4/7/2023,United States,39,Female,Smart TV,,1 Month,,
1347,Basic,460,13,14-10-22,4/7/2023,Canada,30,Male,Smart TV,,1 Month,,
1348,Standard,460,13,14-09-22,5/7/2023,United Kingdom,34,Male,Laptop,,1 Month,,
1349,Premium,460,14,3/9/2022,3/7/2023,Australia,28,Male,Laptop,,1 Month,,
1350,Basic,459,13,27-08-22,4/7/2023,Germany,39,Female,Smartphone,,1 Month,,
1351,Basic,458,12,27-08-22,5/7/2023,France,34,Female,Laptop,,1 Month,,
1352,Premium,458,13,21-08-22,5/7/2023,Brazil,42,Male,Laptop,,1 Month,,
1353,Standard,458,13,13-08-22,2/7/2023,Mexico,29,Female,Tablet,,1 Month,,
1354,Standard,458,13,12/8/2022,4/7/2023,Spain,29,Male,Tablet,,1 Month,,
1355,Basic,457,12,24-07-22,4/7/2023,Italy,30,Male,Tablet,,1 Month,,
1356,Premium,457,11,24-07-22,4/7/2023,Spain,51,Male,Smartphone,,1 Month,,
1357,Standard,457,11,12/7/2022,2/7/2023,Spain,51,Male,Smart TV,,1 Month,,
1358,Basic,456,13,9/7/2022,4/7/2023,United States,44,Male,Tablet,,1 Month,,
1359,Standard,456,13,9/7/2022,5/7/2023,Canada,35,Male,Laptop,,1 Month,,
1360,Premium,456,10,10/7/2022,4/7/2023,United States,39,Male,Smart TV,,1 Month,,
1361,Basic,455,12,2/7/2022,2/7/2023,United States,41,Female,Laptop,,1 Month,,
1362,Premium,455,13,2/7/2022,4/7/2023,Canada,44,Female,Laptop,,1 Month,,
1363,Standard,455,11,1/7/2022,5/7/2023,United Kingdom,29,Male,Laptop,,1 Month,,
1364,Basic,454,14,1/7/2022,4/7/2023,Australia,47,Male,Tablet,,1 Month,,
1365,Standard,454,10,30-06-22,2/7/2023,Germany,28,Female,Smartphone,,1 Month,,
1366,Premium,454,15,29-06-22,4/7/2023,France,45,Male,Laptop,,1 Month,,
1367,Basic,453,11,26-06-22,4/7/2023,Brazil,28,Female,Smartphone,,1 Month,,
1368,Standard,453,14,27-06-22,3/7/2023,Mexico,31,Female,Laptop,,1 Month,,
1369,Premium,453,13,25-06-22,3/7/2023,Spain,47,Female,Laptop,,1 Month,,
1370,Basic,452,13,23-06-22,4/7/2023,Italy,42,Female,Tablet,,1 Month,,
1371,Premium,452,14,24-06-22,4/7/2023,Spain,34,Female,Laptop,,1 Month,,
1372,Basic,451,12,25-06-22,5/7/2023,Spain,40,Female,Laptop,,1 Month,,
1373,Standard,451,13,26-06-22,4/7/2023,United States,42,Female,Laptop,,1 Month,,
1374,Standard,451,14,27-06-22,7/7/2023,Canada,33,Male,Smart TV,,1 Month,,
1375,Basic,450,12,30-06-22,3/7/2023,United States,30,Male,Laptop,,1 Month,,
1376,Premium,450,14,3/7/2022,5/7/2023,United States,29,Male,Tablet,,1 Month,,
1377,Basic,449,13,9/7/2022,4/7/2023,Canada,31,Male,Smart TV,,1 Month,,
1378,Standard,449,14,17-07-22,6/7/2023,United Kingdom,46,Female,Smart TV,,1 Month,,
1379,Premium,449,11,22-07-22,3/7/2023,Australia,46,Female,Smartphone,,1 Month,,
1380,Basic,448,11,28-07-22,5/7/2023,Germany,47,Male,Laptop,,1 Month,,
1381,Premium,448,12,4/8/2022,4/7/2023,France,48,Female,Smart TV,,1 Month,,
1382,Basic,447,13,8/8/2022,6/7/2023,Brazil,32,Female,Smart TV,,1 Month,,
1383,Standard,447,13,13-08-22,4/7/2023,Mexico,51,Female,Tablet,,1 Month,,
1384,Standard,447,13,17-08-22,5/7/2023,Spain,33,Male,Smart TV,,1 Month,,
1385,Basic,446,15,20-08-22,4/7/2023,Italy,43,Male,Smartphone,,1 Month,,
1386,Premium,446,14,28-08-22,6/7/2023,Spain,43,Female,Smart TV,,1 Month,,
1387,Basic,445,13,29-08-22,4/7/2023,Spain,42,Male,Smart TV,,1 Month,,
1388,Standard,445,15,3/9/2022,5/7/2023,United States,30,Male,Smartphone,,1 Month,,
1389,Premium,445,13,10/9/2022,3/7/2023,Canada,50,Male,Smartphone,,1 Month,,
1390,Basic,444,11,13-09-22,5/7/2023,United States,51,Female,Laptop,,1 Month,,
1391,Premium,444,14,15-09-22,4/7/2023,United States,36,Female,Tablet,,1 Month,,
1392,Basic,443,13,25-09-22,6/7/2023,Canada,41,Female,Tablet,,1 Month,,
1393,Standard,443,10,1/10/2022,3/7/2023,United Kingdom,37,Male,Smart TV,,1 Month,,
1394,Standard,443,11,2/10/2022,4/7/2023,Australia,30,Female,Tablet,,1 Month,,
1395,Basic,442,11,5/10/2022,4/7/2023,Germany,50,Female,Tablet,,1 Month,,
1396,Premium,442,14,6/10/2022,5/7/2023,France,41,Female,Smart TV,,1 Month,,
1397,Basic,441,14,7/10/2022,3/7/2023,Brazil,29,Female,Laptop,,1 Month,,
1398,Standard,441,12,10/10/2022,4/7/2023,Mexico,43,Male,Smart TV,,1 Month,,
1399,Premium,441,12,12/10/2022,4/7/2023,Spain,31,Female,Smart TV,,1 Month,,
1400,Basic,440,14,15-10-22,6/7/2023,Italy,40,Male,Laptop,,1 Month,,
1401,Premium,440,12,17-10-22,5/7/2023,Spain,35,Female,Smart TV,,1 Month,,
1402,Basic,439,13,21-10-22,4/7/2023,Spain,39,Female,Laptop,,1 Month,,
1403,Standard,439,14,23-10-22,5/7/2023,United States,48,Male,Laptop,,1 Month,,
1404,Standard,439,14,24-10-22,5/7/2023,Canada,42,Female,Tablet,,1 Month,,
1405,Basic,438,11,27-10-22,6/7/2023,United States,48,Female,Smart TV,,1 Month,,
1406,Premium,438,10,30-10-22,7/7/2023,United States,33,Female,Smart TV,,1 Month,,
1407,Basic,437,14,31-10-22,4/7/2023,Canada,45,Female,Smart TV,,1 Month,,
1408,Standard,437,14,3/11/2022,4/7/2023,United Kingdom,40,Female,Smart TV,,1 Month,,
1409,Premium,437,15,5/11/2022,6/7/2023,Australia,38,Male,Tablet,,1 Month,,
1410,Basic,436,14,6/11/2022,6/7/2023,Germany,31,Female,Tablet,,1 Month,,
1411,Premium,436,14,1/11/2022,4/7/2023,France,33,Female,Smart TV,,1 Month,,
1412,Basic,435,15,2/11/2022,5/7/2023,Brazil,27,Male,Laptop,,1 Month,,
1413,Standard,435,13,2/11/2022,5/7/2023,Mexico,47,Male,Smartphone,,1 Month,,
1414,Standard,435,15,1/11/2022,6/7/2023,Spain,41,Male,Tablet,,1 Month,,
1415,Basic,434,11,17-10-22,3/7/2023,Italy,32,Female,Smart TV,,1 Month,,
1416,Premium,434,11,18-10-22,5/7/2023,Spain,31,Male,Smart TV,,1 Month,,
1417,Basic,433,13,28-09-22,5/7/2023,Spain,43,Female,Tablet,,1 Month,,
1418,Standard,433,15,23-09-22,5/7/2023,United States,42,Female,Smart TV,,1 Month,,
1419,Premium,433,15,22-09-22,3/7/2023,Canada,46,Male,Smartphone,,1 Month,,
1420,Basic,432,12,31-08-22,4/7/2023,United States,27,Female,Smartphone,,1 Month,,
1421,Basic,431,15,28-08-22,5/7/2023,United States,48,Female,Smart TV,,1 Month,,
1422,Basic,430,15,27-08-22,5/7/2023,Canada,49,Male,Laptop,,1 Month,,
1423,Standard,430,12,17-08-22,3/7/2023,United Kingdom,43,Male,Smart TV,,1 Month,,
1424,Premium,430,14,9/8/2022,4/7/2023,Australia,38,Male,Laptop,,1 Month,,
1425,Basic,429,13,24-07-22,5/7/2023,Germany,37,Male,Smartphone,,1 Month,,
1426,Basic,428,12,16-07-22,4/7/2023,France,39,Female,Smart TV,,1 Month,,
1427,Premium,428,10,15-07-22,3/7/2023,Brazil,40,Male,Tablet,,1 Month,,
1428,Standard,428,12,12/7/2022,5/7/2023,Mexico,40,Male,Smart TV,,1 Month,,
1429,Standard,428,12,12/7/2022,6/7/2023,Spain,48,Male,Laptop,,1 Month,,
1430,Basic,427,13,9/7/2022,5/7/2023,Italy,43,Female,Smart TV,,1 Month,,
1431,Premium,427,10,5/7/2022,2/7/2023,Spain,46,Male,Laptop,,1 Month,,
1432,Standard,427,11,5/7/2022,5/7/2023,Spain,43,Male,Smartphone,,1 Month,,
1433,Basic,426,10,3/7/2022,5/7/2023,United States,30,Female,Tablet,,1 Month,,
1434,Standard,426,13,1/7/2022,4/7/2023,Canada,51,Female,Laptop,,1 Month,,
1435,Premium,426,12,30-06-22,3/7/2023,United States,30,Male,Smartphone,,1 Month,,
1436,Basic,425,14,27-06-22,4/7/2023,United States,47,Female,Smart TV,,1 Month,,
1437,Premium,425,13,28-06-22,4/7/2023,Canada,41,Male,Laptop,,1 Month,,
1438,Standard,425,10,28-06-22,5/7/2023,United Kingdom,45,Female,Smartphone,,1 Month,,
1439,Basic,424,14,24-06-22,4/7/2023,Australia,47,Female,Laptop,,1 Month,,
1440,Standard,424,11,24-06-22,5/7/2023,Germany,48,Female,Smart TV,,1 Month,,
1441,Premium,424,11,25-06-22,4/7/2023,France,51,Female,Tablet,,1 Month,,
1442,Basic,423,10,26-06-22,6/7/2023,Brazil,29,Male,Smart TV,,1 Month,,
1443,Standard,423,13,27-06-22,5/7/2023,Mexico,43,Female,Laptop,,1 Month,,
1444,Premium,423,13,29-06-22,7/7/2023,Spain,49,Female,Tablet,,1 Month,,
1445,Basic,422,11,2/7/2022,3/7/2023,Italy,37,Male,Smartphone,,1 Month,,
1446,Premium,422,13,7/7/2022,5/7/2023,Spain,48,Male,Tablet,,1 Month,,
1447,Basic,421,11,13-07-22,5/7/2023,Spain,36,Female,Tablet,,1 Month,,
1448,Standard,421,14,18-07-22,7/7/2023,United States,33,Female,Laptop,,1 Month,,
1449,Standard,421,14,24-07-22,4/7/2023,Canada,38,Female,Laptop,,1 Month,,
1450,Basic,420,12,31-07-22,6/7/2023,United States,42,Female,Smartphone,,1 Month,,
1451,Premium,420,15,1/8/2022,5/7/2023,United States,30,Female,Tablet,,1 Month,,
1452,Basic,419,10,8/8/2022,6/7/2023,Canada,39,Male,Smart TV,,1 Month,,
1453,Standard,419,14,13-08-22,4/7/2023,United Kingdom,36,Male,Smartphone,,1 Month,,
1454,Premium,419,11,14-08-22,6/7/2023,Australia,27,Female,Smartphone,,1 Month,,
1455,Basic,418,11,23-08-22,4/7/2023,Germany,49,Male,Smart TV,,1 Month,,
1456,Premium,418,14,27-08-22,6/7/2023,France,31,Male,Laptop,,1 Month,,
1457,Basic,417,10,31-08-22,5/7/2023,Brazil,36,Male,Laptop,,1 Month,,
1458,Standard,417,14,9/9/2022,6/7/2023,Mexico,41,Female,Tablet,,1 Month,,
1459,Standard,417,10,10/9/2022,4/7/2023,Spain,45,Female,Laptop,,1 Month,,
1460,Basic,416,14,12/9/2022,5/7/2023,Italy,45,Male,Smart TV,,1 Month,,
1461,Premium,416,11,17-09-22,5/7/2023,Spain,32,Male,Smart TV,,1 Month,,
1462,Basic,415,13,21-09-22,6/7/2023,Spain,41,Female,Smartphone,,1 Month,,
1463,Standard,415,11,2/10/2022,3/7/2023,United States,37,Male,Smart TV,,1 Month,,
1464,Premium,415,10,4/10/2022,5/7/2023,Canada,27,Male,Laptop,,1 Month,,
1465,Basic,414,14,6/10/2022,4/7/2023,United States,41,Male,Laptop,,1 Month,,
1466,Premium,414,13,7/10/2022,6/7/2023,United States,30,Female,Smart TV,,1 Month,,
1467,Basic,413,12,8/10/2022,4/7/2023,Canada,43,Male,Smartphone,,1 Month,,
1468,Standard,413,12,11/10/2022,5/7/2023,United Kingdom,51,Male,Laptop,,1 Month,,
1469,Standard,413,12,13-10-22,4/7/2023,Australia,46,Female,Smart TV,,1 Month,,
1470,Basic,412,10,15-10-22,6/7/2023,Germany,27,Female,Tablet,,1 Month,,
1471,Premium,412,10,19-10-22,6/7/2023,France,51,Female,Smartphone,,1 Month,,
1472,Basic,411,14,21-10-22,6/7/2023,Brazil,28,Female,Laptop,,1 Month,,
1473,Standard,411,14,23-10-22,5/7/2023,Mexico,33,Male,Smartphone,,1 Month,,
1474,Premium,411,12,26-10-22,5/7/2023,Spain,31,Female,Laptop,,1 Month,,
1475,Basic,410,13,27-10-22,6/7/2023,Italy,47,Male,Laptop,,1 Month,,
1476,Premium,410,10,31-10-22,7/7/2023,Spain,45,Female,Tablet,,1 Month,,
1477,Basic,409,13,3/11/2022,5/7/2023,Spain,42,Male,Smart TV,,1 Month,,
1478,Standard,409,15,5/11/2022,6/7/2023,United States,47,Female,Smart TV,,1 Month,,
1479,Standard,409,12,6/11/2022,6/7/2023,Canada,29,Female,Smart TV,,1 Month,,
1480,Basic,408,13,3/11/2022,7/7/2023,United States,49,Female,Laptop,,1 Month,,
1481,Premium,408,14,3/11/2022,4/7/2023,United States,41,Female,Laptop,,1 Month,,
1482,Basic,407,13,4/11/2022,5/7/2023,Canada,45,Male,Smartphone,,1 Month,,
1483,Standard,407,14,2/11/2022,6/7/2023,United Kingdom,49,Male,Smart TV,,1 Month,,
1484,Premium,407,13,27-10-22,6/7/2023,Australia,41,Male,Smart TV,,1 Month,,
1485,Basic,406,15,27-10-22,4/7/2023,Germany,37,Male,Laptop,,1 Month,,
1486,Premium,406,14,15-10-22,5/7/2023,France,31,Male,Smartphone,,1 Month,,
1487,Basic,405,13,3/10/2022,5/7/2023,Brazil,29,Male,Smartphone,,1 Month,,
1488,Standard,405,10,25-09-22,5/7/2023,Mexico,51,Female,Smart TV,,1 Month,,
1489,Standard,405,12,16-09-22,3/7/2023,Spain,33,Male,Smart TV,,1 Month,,
1490,Basic,404,12,14-09-22,4/7/2023,Italy,31,Male,Smartphone,,1 Month,,
1491,Premium,404,11,11/9/2022,5/7/2023,Spain,42,Female,Laptop,,1 Month,,
1492,Basic,403,15,9/9/2022,5/7/2023,Spain,48,Female,Laptop,,1 Month,,
1493,Standard,403,13,12/8/2022,3/7/2023,United States,37,Female,Laptop,,1 Month,,
1494,Premium,403,13,4/8/2022,6/7/2023,Canada,51,Female,Smartphone,,1 Month,,
1495,Basic,402,12,4/8/2022,6/7/2023,United States,29,Female,Tablet,,1 Month,,
1496,Basic,401,13,31-07-22,5/7/2023,United States,46,Male,Tablet,,1 Month,,
1497,Basic,400,15,29-07-22,3/7/2023,Canada,35,Male,Smart TV,,1 Month,,
1498,Standard,400,15,14-07-22,5/7/2023,United Kingdom,44,Female,Smartphone,,1 Month,,
1499,Premium,400,12,13-07-22,6/7/2023,Australia,36,Male,Smart TV,,1 Month,,
1500,Basic,399,14,11/7/2022,5/7/2023,Germany,38,Female,Tablet,,1 Month,,
1501,Basic,398,12,12/7/2022,3/7/2023,France,36,Male,Smart TV,,1 Month,,
1502,Premium,398,14,11/7/2022,5/7/2023,Brazil,40,Female,Laptop,,1 Month,,
1503,Standard,398,10,2/7/2022,5/7/2023,Mexico,29,Male,Laptop,,1 Month,,
1504,Standard,398,11,30-06-22,6/7/2023,Spain,32,Male,Smart TV,,1 Month,,
1505,Basic,397,12,30-06-22,5/7/2023,Italy,30,Male,Laptop,,1 Month,,
1506,Premium,397,10,29-06-22,5/7/2023,Spain,47,Male,Smartphone,,1 Month,,
1507,Standard,397,15,30-06-22,4/7/2023,Spain,28,Female,Tablet,,1 Month,,
1508,Basic,396,11,24-06-22,5/7/2023,United States,49,Male,Laptop,,1 Month,,
1509,Standard,396,12,25-06-22,4/7/2023,Canada,50,Male,Smartphone,,1 Month,,
1510,Premium,396,11,25-06-22,7/7/2023,United States,33,Male,Smart TV,,1 Month,,
1511,Basic,395,13,26-06-22,4/7/2023,United States,50,Male,Smart TV,,1 Month,,
1512,Premium,395,10,27-06-22,6/7/2023,Canada,28,Female,Smart TV,,1 Month,,
1513,Standard,395,12,29-06-22,6/7/2023,United Kingdom,41,Male,Smartphone,,1 Month,,
1514,Basic,394,12,1/7/2022,7/7/2023,Australia,30,Female,Smartphone,,1 Month,,
1515,Standard,394,10,3/7/2022,4/7/2023,Germany,32,Male,Smart TV,,1 Month,,
1516,Premium,394,15,12/7/2022,7/7/2023,France,50,Male,Laptop,,1 Month,,
1517,Basic,393,11,15-07-22,5/7/2023,Brazil,28,Female,Smart TV,,1 Month,,
1518,Standard,393,13,19-07-22,7/7/2023,Mexico,45,Male,Smart TV,,1 Month,,
1519,Premium,393,14,27-07-22,5/7/2023,Spain,31,Male,Tablet,,1 Month,,
1520,Basic,392,11,29-07-22,6/7/2023,Italy,27,Female,Smartphone,,1 Month,,
1521,Premium,392,11,6/8/2022,5/7/2023,Spain,49,Male,Tablet,,1 Month,,
1522,Basic,391,10,13-08-22,6/7/2023,Spain,32,Female,Laptop,,1 Month,,
1523,Standard,391,13,14-08-22,5/7/2023,United States,38,Male,Smart TV,,1 Month,,
1524,Standard,391,11,20-08-22,7/7/2023,Canada,39,Male,Smartphone,,1 Month,,
1525,Basic,390,14,24-08-22,4/7/2023,United States,50,Female,Tablet,,1 Month,,
1526,Premium,390,10,28-08-22,6/7/2023,United States,51,Male,Tablet,,1 Month,,
1527,Basic,389,15,5/9/2022,5/7/2023,Canada,32,Female,Smart TV,,1 Month,,
1528,Standard,389,12,10/9/2022,7/7/2023,United Kingdom,45,Female,Smart TV,,1 Month,,
1529,Premium,389,12,11/9/2022,4/7/2023,Australia,31,Female,Laptop,,1 Month,,
1530,Basic,388,12,14-09-22,6/7/2023,Germany,44,Male,Smartphone,,1 Month,,
1531,Premium,388,12,21-09-22,5/7/2023,France,30,Female,Tablet,,1 Month,,
1532,Basic,387,13,26-09-22,7/7/2023,Brazil,44,Female,Tablet,,1 Month,,
1533,Standard,387,10,30-09-22,3/7/2023,Mexico,37,Male,Tablet,,1 Month,,
1534,Standard,387,14,2/10/2022,6/7/2023,Spain,30,Female,Tablet,,1 Month,,
1535,Basic,386,12,6/10/2022,5/7/2023,Italy,31,Female,Smart TV,,1 Month,,
1536,Premium,386,15,7/10/2022,6/7/2023,Spain,31,Female,Laptop,,1 Month,,
1537,Basic,385,15,9/10/2022,6/7/2023,Spain,44,Male,Tablet,,1 Month,,
1538,Standard,385,10,11/10/2022,5/7/2023,United States,44,Female,Smart TV,,1 Month,,
1539,Premium,385,14,12/10/2022,5/7/2023,Canada,34,Male,Laptop,,1 Month,,
1540,Basic,384,12,16-10-22,6/7/2023,United States,42,Male,Laptop,,1 Month,,
1541,Premium,384,15,17-10-22,7/7/2023,United States,33,Male,Smartphone,,1 Month,,
1542,Basic,383,11,21-10-22,7/7/2023,Canada,35,Male,Smart TV,,1 Month,,
1543,Standard,383,15,23-10-22,6/7/2023,United Kingdom,34,Female,Laptop,,1 Month,,
1544,Standard,383,14,25-10-22,5/7/2023,Australia,47,Male,Tablet,,1 Month,,
1545,Basic,382,13,27-10-22,6/7/2023,Germany,43,Female,Laptop,,1 Month,,
1546,Premium,382,13,29-10-22,8/7/2023,France,43,Male,Smart TV,,1 Month,,
1547,Basic,381,13,1/11/2022,5/7/2023,Brazil,35,Female,Smartphone,,1 Month,,
1548,Standard,381,13,4/11/2022,6/7/2023,Mexico,39,Male,Tablet,,1 Month,,
